created_at,tweet_id,Location,tweet_text,screen_name,name,account_creation_date,urls,Likes,Retweet
2021-03-09 11:22:19,1369247169761452032,onde Deus permitir,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,RUTH34367297,𝚑𝚘𝚠 𝚢𝚘𝚞 𝚕𝚒𝚔𝚎 𝚝𝚑𝚊𝚝~𝚍𝚢𝚗𝚊𝚖𝚒𝚝𝚎🦋,Wed May 13 12:46:20 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:22:09,1369247130506776582,Oblivion,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,bambooblinkeu,nobody,Thu Apr 19 13:47:49 +0000 2012,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:59,1369247086286278661,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,bpxjjrl_,Speed,Tue May 29 04:04:12 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:56,1369247072982011905,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,MiQaeiL19,Chillll_iT,Mon May 14 14:10:19 +0000 2012,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:56,1369247072319246338,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,rafaraf76204751,rafa rafa,Thu Feb 18 22:58:56 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:52,1369247059379904512,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,LalizhaaB,lalishablink,Sat Jan 09 10:24:08 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:52,1369247058574647297,"Bangkok, Thailand",RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,LaphongPhanida,Phanida Laphong,Sun Dec 24 12:26:35 +0000 2017,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:52,1369247057312182277,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,imfvckingpretty,KARYN,Mon Jan 25 06:30:14 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:48,1369247041398861824,,"RT @batgrIisa: adidas korea ig update with lisa

https://t.co/PWMFRI6yie https://t.co/FYzfcsnUEv",Nichcha25823582,✨💫Wh¥??🌙✨,Tue Oct 20 05:01:55 +0000 2020,"[{'url': 'https://t.co/PWMFRI6yie', 'expanded_url': 'https://www.instagram.com/p/CMMZ-bSFI1f/?igshid=pp5cwi4m5h5y', 'display_url': 'instagram.com/p/CMMZ-bSFI1f/…', 'indices': [49, 72]}]",0,51
2021-03-09 11:21:45,1369247026446135296,fourever with pinks,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,vincent_roshh,R ☁️ ; RS1 IS COMING,Wed Oct 23 11:40:34 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:41,1369247012181270528,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,mandaaluv,mandaachan⁷ 🐼,Thu Apr 25 00:59:16 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:36,1369246991025385473,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,beaulisa_,💙,Fri May 03 10:13:58 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:34,1369246982783594498,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Amelya17752390,Amelya,Sun Jan 31 12:09:40 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:28,1369246957923831811,"123 Sesame Street, Newyork",RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Berbad3,FadeB3rbade 🪵🦖✨,Mon Jun 29 12:27:51 +0000 2015,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:24,1369246938634289155,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,mawadda70420309,mawadda,Wed Dec 09 07:12:15 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:21,1369246927624232962,"Eden, NY","RT @winchester_boye: Adidas massager slides available 

220 cedis

Sizes 38-46

Kindly retweet my hustle🥺 https://t.co/cceq6RnK3p",kobby_snoop_,Kwabena Yeboah (YAK),Fri Nov 02 08:29:06 +0000 2018,[],0,8
2021-03-09 11:21:18,1369246916417052674,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,lovebp4ever,LᴏᴠᴇBP4ᴇᴠᴇʀ,Fri Mar 04 18:25:48 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:17,1369246909307752448,,"To love a low class prostitute, when one doesn't have, like kings, the power to enoble her, is an enormous error.
B… https://t.co/lI5O5WZujF",francecul666,Franceculture666,Thu Jan 21 13:11:18 +0000 2021,"[{'url': 'https://t.co/lI5O5WZujF', 'expanded_url': 'https://twitter.com/i/web/status/1369246909307752448', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0
2021-03-09 11:21:09,1369246878555021314,"Kerala, India",RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,pluto_bee_,Plutobee🐝,Mon Mar 08 19:21:20 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:07,1369246869860184069,she/her,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,kinda637,aurra,Sun Aug 16 10:54:02 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:04,1369246857038356482,"Isabela, Philippines",RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,choooanne,ᒍOᗩᑎᑎE🦋,Fri Jul 16 12:13:19 +0000 2010,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:21:01,1369246841372573697,Torrijos,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,javierriverama,Javi Rivera Marugan,Tue Mar 26 09:02:24 +0000 2013,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:57,1369246825065156610,,"@qaaashy @hyuckuoise @NCTsmtown @NCTsmtown_127 @adidaskorea @NCTsmtown_DREAM Haechan with Adidas 

#HaechanxAdidas… https://t.co/VTvUjwSgo9",hyuckislovely,HaeKo,Sat Jan 02 10:43:42 +0000 2021,"[{'url': 'https://t.co/VTvUjwSgo9', 'expanded_url': 'https://twitter.com/i/web/status/1369246825065156610', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",1,1
2021-03-09 11:20:56,1369246821390946305,괜찮다고 하지 마 괜찮지 않으니까 제발 혼자 두지 말아 줘 너무 아파 || multi fandom || can you look at me? cuz i'm am blue and grey ,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,vminpraise,‎ًeshi ✜⁷🍊giveaway,Sat May 18 02:52:51 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:55,1369246819746803714,"Chambéry, France",RT @saint: adidas x Bad Bunny 🐰 https://t.co/3IN2ZZWaMO,DrSchmittt,leo-leze,Sun Jan 01 23:14:55 +0000 2012,[],0,367
2021-03-09 11:20:50,1369246797713920000,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,rosiechaeng_,𝚌𝚑𝚊𝚎𝚗𝚐 | - 𝑅 -,Mon Jul 27 16:29:39 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:44,1369246770350407681,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,g_karil,🌼,Sat Aug 29 15:39:21 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:43,1369246766831374336,Alexandria,RT @shirt_fan: Does anyone know if any other teams used this Adidas template that was used for the Chelsea 2009 shirt? Such a bizarre desig…,YsrY99,Yasser Y99,Mon Jan 03 04:32:29 +0000 2011,[],0,2
2021-03-09 11:20:43,1369246766500044801,,@haesoo_official Haein's first photo resembles Jisoo's adidas clothing 🤭🤭💖 HAESOO 😍🤭💖 https://t.co/2iRhVNCVMT,chuyablink,Jisoo- RS1{12.03} 🌹💜,Mon Feb 15 18:03:13 +0000 2021,[],2,0
2021-03-09 11:20:40,1369246753652805633,https://youtu.be/ioNng23DkIMn,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,LeifwasMerle,Lil's,Sun Jan 24 05:13:48 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:39,1369246752738525195,"Bandung, Jawa Barat",RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Tita50048648,Tita mryn,Mon May 18 08:34:38 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:38,1369246745222410241,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,AkariRose_,Akari Rosé,Wed Feb 26 11:09:08 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:36,1369246737551007744,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,celine148_,haruwoo's noona💞,Wed Apr 08 07:54:34 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:33,1369246725001670660,land of beliebers,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,itssummers,Summers💧,Tue Dec 24 18:34:41 +0000 2013,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:29,1369246710904586243,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,RosePasta0899,Rosé Pasta,Thu Dec 29 06:58:18 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:28,1369246704088707073,Pakistan,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,zaph4blackpink,Zaphy,Sun Mar 03 03:40:46 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:26,1369246697889488899,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,znqvan,☁️🎶마디나⁷🎶☁️📸📎🤡,Fri Oct 02 09:04:37 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:26,1369246695637323777,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,kimjisoo_rules,Jisoo Visual & Vocal 💋,Sun Dec 30 03:12:26 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:25,1369246693863038979,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Angelit48223132,김지우 💫,Mon Nov 02 16:22:36 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:25,1369246691401097219,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,MaMaLay95302992,Ma Ma Lay,Mon Mar 01 10:19:19 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:19,1369246668500201476,blackpink,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,thixsooya_,lívia -R-,Sun Apr 24 02:00:12 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:19,1369246667669602305,,"RT @AWAction_News: Nike and Adidas are using kangaroo skin to make sneakers. Is that necessary?

Hint: Definitely NOT. 🦘

#KangaroosAreNotS…",zoogandwoo,Jon Darke,Sat Oct 04 15:11:10 +0000 2014,[],0,17
2021-03-09 11:20:19,1369246667594227714,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,stYouLJ,St.YouLs,Mon Jun 11 15:26:34 +0000 2012,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:19,1369246665241223169,she/her,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,jideukshi,Soo The Savage,Sun Oct 11 02:03:32 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:17,1369246660426149891,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Uann_1234_Love,𓆸❤️🐈​,Fri Nov 07 14:54:27 +0000 2014,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:14,1369246648099102722,,"RT @_E_vonn: Delivery fee is such a turn off right??
I hope this gets your attention👀

Adidas Ozweego Celox 🌊
27000 naira 
FREE DELIVERY NA…",Dilichuk,Dili,Thu May 24 13:23:39 +0000 2018,[],0,72
2021-03-09 11:20:13,1369246643552403456,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,athena_ot4blink,Athena 🖤💗,Wed Jun 06 16:29:02 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:12,1369246635851583488,"Solo, Jawa Tengah, Indonesia",RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,apriani_95,🖤💗,Mon Mar 08 03:59:27 +0000 2010,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:11,1369246632399663104,SHE / HER '6TEEN,"RT @LHCwifeu__: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTs…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:20:10,1369246631175000069,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,JisooCome,Come on,Tue Dec 17 01:59:47 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:08,1369246623189114884,SHE / HER '6TEEN,"RT @spearlieessun: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @N…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:20:07,1369246618566815746,SHE / HER '6TEEN,"RT @chocookey: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTsm…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:20:06,1369246612904611851,SHE / HER '6TEEN,"RT @qaaashy: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTsmto…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:20:05,1369246606755831810,SHE / HER '6TEEN,"RT @66fullchan: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTs…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:20:02,1369246597880614913,SHE / HER '6TEEN,"RT @crnflowers: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTs…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:20:02,1369246594063757312,BLΛƆKPIИK,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,xiaofengwuu,지수,Mon Jul 15 13:28:50 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:20:00,1369246589227827200,SHE / HER '6TEEN,"RT @hyuckuoise: @do0hyuck Haechan with Adidas 
#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTsm…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:19:59,1369246582248517635,SHE / HER '6TEEN,"RT @reyochi: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTsmto…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:19:57,1369246573805195271,SHE / HER '6TEEN,"RT @holokidz: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTsmt…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:19:56,1369246568788860933,SHE / HER '6TEEN,"RT @chanbiix: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTsmt…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:19:53,1369246560219959300,SHE / HER '6TEEN,"RT @kneehyuck: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTsm…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:19:50,1369246545594306560,SHE / HER '6TEEN,"RT @smoothzip: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTsm…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:19:50,1369246543820304385,Blackpink_ONLY,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,bplalisa0327,seth⁰³•¹²🌹,Fri Feb 19 09:11:29 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:19:48,1369246537633595393,SHE / HER '6TEEN,"RT @kekasihbayaman: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
2021-03-09 11:19:48,1369246535171469316,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,BLackpINK1191,The Show 31.01,Mon Mar 09 01:33:33 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:19:44,1369246519103217664,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,sooyaed,⁴,Thu May 21 08:02:01 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:19:43,1369246514954924032,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,babychicklisaa,🐣°`,Fri May 08 05:24:32 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:19:41,1369246508017741826,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Thealykapadayo1,-R-S1 IS COMING♬💮ᴼᵀ⁴вℓＡ𝓬Ҝ𝐏𝕚𝓝к,Wed May 08 03:33:16 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:19:38,1369246493538979842,,"Jacquard-weave dressing gown in soft organic cotton with a satin trim, long, wide sleeves, a tie belt at the waist… https://t.co/9opNPCm8XE",edda32918727,edda,Fri Jan 01 23:47:22 +0000 2021,"[{'url': 'https://t.co/9opNPCm8XE', 'expanded_url': 'https://twitter.com/i/web/status/1369246493538979842', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",0,0
2021-03-09 11:19:33,1369246472714285057,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,hanhjjs15032002,Hanhjs(phú bà ChiChoo😎),Tue Jun 16 21:54:54 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,878
2021-03-09 11:19:28,1369246454276108289,SHE / HER '6TEEN,"RT @ppudubae: @do0hyuck Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 @adidaskorea @NCTsmtown @NCTsmtown_DREAM @NCTsmt…",do0hyuck,jiaa,Fri Aug 21 15:48:36 +0000 2020,[],0,1
